Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT_2009,total_population_2009,population_white_2009,Population_Black_2009,Population_Latino_2009,Population_American_Indian_2009,Population_Asian_2009,Population_Pacific_Islander_2009,Population_Other_2009,Population_Multiple_Races_2009,Households_2009,Households_Family_2009,Households_Married_2009,Households_Other_Family_2009,Households_Other_Family_Male Householder_2009,Households_Other_Family_Female Householder_2009,Households_Nonfamily_2009,Households_Nonfamily_Male_Householder_2009,Households_Nonfamily_Female_Householder_2009,Occupied_Housing_Units_2009,Occupied_Housing_Units_Family_2009,Occupied_Housing_Units_Married_2009,Occupied_Housing_Units_Other_Family_2009,Occupied_Housing_Units_Nonfamily_Households_2009,Occupied_Housing_Units_Householder Living_Alone_2009,Renter_Housing_Units_2009,Occupied_ Housing_With_Children_Under_18_2009,occupied_ housing_with_own_children_under_18_2009,renter_occupied_ housing_with_children_under_18_2009,renter_occupied_ housing_with_own_children_under_18_2009,Householder_Black_2009,Householder_American_Indian_2009,Householder_Asian_2009,Householder_Pacific_Islander_2009,Householder_Other_Race_2009,Householder_Multiple_Races_2009,Householder_Latino_2009,Householder_White_2009,Renter_Black_2009,Renter_American_Indian_2009,Renter_Asian_2009,Renter_Pacific_Islander_2009,Renter_Other_Race_2009,Renter_Multiple_Races_2009,Renter_White_2009,Renter_Latino_2009,Population_15_and_Over_2009,Population_Never_Married_2009,Population_Married_2009,Population_Separated_2009,Population_Widowed_2009,Population_Divorced_2009,Population_25_Years_and_Over_2009,Population_25_Years_and_Over_No_Diploma_2009,Population_25_Years_and_Over_Diploma_2009,Population_25_Years_and_Some_College_2009,Population_25_Years_and_Bachelors_2009,Population_25_Years_and_Over_Masters_2009,Population_25_Years_and_Professional_2009,Population_25_Years_and_Over_Doctorate_2009,Population_3_Years_and_Over_2009,Population_3_Years_and_Over_Enrolled_In_school_2009,Population_3_Years_and_Over_Not_enrolled_in_school_2009,Civilian_Population_16_to_19_2009,Civilian_Population_16_to_19_HS_Dropout_2009,Civilian_Population_16_to_19_Enrolled_or_Graduated_2009,Population_16_Years_and_Over_2009,Population_16_Years_and_Over_in_labor_force_2009,Population_16_Years_and_Over__armed_forces_2009,Population_16_Years_and_Over_in_labor_force_civilian_2009,Population_16_Years_and_Over_in_labor_force_civilian__employed_2009,Population_16_Years_and_Over_in_labor_force_civilian_unemployed_2009,Population_16_Years_and_Over_not_in_labor_force_2009,In Labor Force 16 Years and Over:,Median_Household_Income_2009,Median_Household_Income_black_2009,Median_Household_Income_american_indian_2009,Median_Household_Income_asian_2009,Median_Household_Income_pacific_islander_2009,Median_Household_Income_other_race_2009,Median_Household_Income_multiple_races_2009,Median_Household_Income_latino_2009,Median_Household_Income_white_2009,Gini_Index_2009,Occupied_Housing_Units_2009,Owner_Occupied_Housing_Units_2009,Renter_Occupied_Housing_Units_2009,Housing_Units_2009,Vacant_Housing_Units_2009,Vacant_Housing_Rent_2009,Vacant_Housing_for_Sale_2009,Vacant_Housing_Other_Vacant_2009,Renter_Occupied_Housing_2009,Renter_Occupied_Housing_1_1.5_Occupants_per_room_2009,Renter_Occupied_Housing_1.51_2_Occupants_per_room_2009,Renter_Occupied_Housing_2_or_more_Occupants_per_room_2009,Occupied_Housing_2009,Occupied_Housing_1_1.5_Occupants_per_room_2009,Occupied_Housing_1.51_2_Occupants_per_room_2009,Occupied_Housing_2_or_more_Occupants_per_room_2009,Median_Gross_Rent_as_Percentage_Household_Income_2009,Families_2009,Families_below_poverty_line_2009,Families_below_poverty_line_married_with_children_2009,Families_below_poverty_line_married_no_children_2009,Families_below_poverty_line_male_householder_2009,Families_below_poverty_line_male_householder_with_children_2009,Families_below_poverty_line_male_householder_no_children_2009,Families_below_poverty_line_female_householder_2009,Families_below_poverty_line_female_householder_with_children_2009,Families_below_poverty_line_female_householder_no_children_2009,Families_at_or_above_poverty_line_2009,Population_Poverty_Status_Is_Determined_2009,Population_Poverty_Status_Is_Determined_under.5_2009,Population_Poverty_Status_Is_Determined_.5_.74_2009,Population_Poverty_Status_Is_Determined_.74_.99_2009,Population_Poverty_Status_Is_Determined_1_1.49_2009,Population_Poverty_Status_Is_Determined_1.5_1.9_2009,Population_Poverty_Status_Is_Determined_2_above_2009,Housing_units_No_Vehicle_Available_2009,Renter_units_No_Vehicle_Available_2009
42101009600,14000US42101009600,"Census Tract 96, Philadelphia County, Pennsylvania","Census Tract 96, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13770,42,101,9600,4161,61,3861,138,85,23,0,123,8,1511,847,204,643,16,627,664,286,378,1511,847,204,643,664,587,762,483,391,233,212,1439,14,12,0,23,8,38,0,698,14,12,0,23,0,0,38,3147,1783,468,243,291,362,2590,600,1990,940,180,86,10,10,3900,1175,2725,240,41,199,3110,1646,0,1646,1279,367,1464,1646,29184,29428,,,,,,13827,,0.416999996,1511,749,762,2121,610,125,56,429,762,62,0,0,1511,68,18,0,37.5,847,173,41,0,0,0,0,132,78,54,674,4106,350,80,652,905,696,1423,757,506
42101009700,14000US42101009700,"Census Tract 97, Philadelphia County, Pennsylvania","Census Tract 97, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13771,42,101,9700,25,25,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,25,9,16,0,0,0,16,0,16,8,0,0,0,0,25,9,16,0,0,0,16,16,0,16,16,0,0,16,,,,,,,,,,,8,8,0,8,0,0,0,0,0,0,0,0,8,0,0,0,,8,0,0,0,0,0,0,0,0,0,8,25,0,0,0,0,0,25,0,0
42101009800,14000US42101009800,"Census Tract 98, Philadelphia County, Pennsylvania","Census Tract 98, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13772,42,101,9800,8093,1257,6476,80,0,93,0,52,215,3078,2019,897,1122,224,898,1059,374,685,3078,2019,897,1122,1059,1016,864,1375,1331,379,379,2299,0,44,0,0,30,36,669,661,0,0,0,0,0,184,19,5930,2880,2011,263,307,469,4740,400,4340,2842,1226,581,74,20,7789,2690,5099,480,0,480,5643,3740,0,3740,3465,275,1903,3740,56156,63074,,59005,,,16474,8444,40912,0.358999997,3078,2214,864,3355,277,179,52,46,864,17,0,0,3078,68,0,0,39,2019,240,76,0,0,0,0,164,164,0,1779,8093,646,144,463,571,367,5902,580,285
42101009900,14000US42101009900,"Census Tract 99, Philadelphia County, Pennsylvania","Census Tract 99, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13773,42,101,9900,323,132,191,0,0,0,0,0,0,133,94,83,11,0,11,39,26,13,133,94,83,11,39,39,24,35,35,11,11,84,0,0,0,0,0,0,49,24,0,0,0,0,0,0,0,278,87,165,0,0,26,253,11,242,149,84,46,22,0,323,59,264,0,0,0,264,120,0,120,94,26,144,120,64464,47512,,,,,,,65567,0.425000012,133,109,24,133,0,0,0,0,24,0,0,0,133,0,0,0,,94,0,0,0,0,0,0,0,0,0,94,323,0,0,13,50,28,232,11,11
42101010000,14000US42101010000,"Census Tract 100, Philadelphia County, Pennsylvania","Census Tract 100, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13774,42,101,10000,4706,994,3363,275,0,57,0,275,17,1673,1091,502,589,79,510,582,273,309,1673,1091,502,589,582,565,551,636,580,167,167,1159,0,10,0,55,17,55,432,363,0,0,0,16,0,172,16,3582,1810,1170,111,206,285,2786,552,2234,1190,506,131,0,0,4499,1622,2877,367,31,336,3462,1966,0,1966,1779,187,1496,1966,48837,50588,,,,58146,2864,58146,37410,0.386000007,1673,1122,551,1818,145,24,19,102,551,15,0,0,1673,23,0,0,43.40000153,1091,157,15,28,14,14,0,100,100,0,934,4557,409,79,216,585,832,2436,504,273
42101010100,14000US42101010100,"Census Tract 101, Philadelphia County, Pennsylvania","Census Tract 101, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13775,42,101,10100,6770,62,6694,279,0,0,0,14,0,2077,1264,354,910,109,801,813,336,477,2077,1264,354,910,813,694,818,837,626,348,332,2021,0,0,0,6,0,30,20,788,0,0,0,0,0,0,30,4769,2691,789,258,479,552,4008,836,3172,1072,320,121,0,0,6231,2143,4088,247,0,247,4579,2357,0,2357,1958,399,2222,2357,29254,29306,,,,,,,42315,0.52700001,2077,1259,818,2641,564,54,0,510,818,131,27,0,2077,159,27,0,45.79999924,1264,336,46,0,6,6,0,284,264,20,928,6620,1662,279,591,873,763,2452,1176,636
42101010200,14000US42101010200,"Census Tract 102, Philadelphia County, Pennsylvania","Census Tract 102, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13776,42,101,10200,2679,0,2591,57,62,0,0,0,26,1122,577,209,368,49,319,545,239,306,1122,577,209,368,545,526,507,285,188,145,99,1091,21,0,0,0,10,21,0,485,12,0,0,0,10,0,12,2139,1062,545,141,170,221,1788,554,1234,538,65,10,0,0,2518,691,1827,120,0,120,2065,1091,0,1091,840,251,974,1091,23711,24353,2864,,,,,2864,,0.432000011,1122,615,507,1460,338,23,0,315,507,0,0,0,1122,0,0,0,27.5,577,136,12,28,0,0,0,96,84,12,441,2679,335,147,169,387,682,959,547,383
42101010300,14000US42101010300,"Census Tract 103, Philadelphia County, Pennsylvania","Census Tract 103, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13777,42,101,10300,2420,41,2379,0,0,0,0,0,0,888,516,119,397,32,365,372,134,238,888,516,119,397,372,372,361,338,234,159,104,858,0,0,0,0,0,0,30,340,0,0,0,0,0,21,0,1793,927,276,53,279,258,1568,296,1272,599,120,40,10,0,2372,652,1720,118,0,118,1747,1039,0,1039,834,205,708,1039,26087,25786,,,,,,,46660,0.495000005,888,527,361,1263,375,58,0,317,361,0,0,0,888,0,0,0,47.40000153,516,178,0,0,15,15,0,163,151,12,338,2420,432,212,191,241,205,1139,433,229
42101010400,14000US42101010400,"Census Tract 104, Philadelphia County, Pennsylvania","Census Tract 104, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13778,42,101,10400,3185,7,3178,7,0,0,0,0,0,1194,698,134,564,74,490,496,156,340,1194,698,134,564,496,425,611,441,324,297,271,1194,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,2542,1636,378,142,225,161,1962,534,1428,653,184,20,0,0,2975,795,2180,310,14,296,2519,1355,0,1355,944,411,1164,1355,32558,32558,,,,,,,,0.416000009,1194,583,611,1582,388,27,115,246,611,0,0,0,1194,0,0,0,32.20000076,698,204,19,3,7,0,7,175,169,6,494,3185,273,90,679,736,215,1192,565,443
42101010500,14000US42101010500,"Census Tract 105, Philadelphia County, Pennsylvania","Census Tract 105, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13779,42,101,10500,3316,50,3126,96,0,0,0,42,98,1160,653,181,472,89,383,507,219,288,1160,653,181,472,507,491,790,403,305,321,249,1070,0,0,0,28,39,45,23,727,0,0,0,28,12,23,45,2436,1340,445,80,350,221,1825,599,1226,717,159,80,0,0,3050,939,2111,218,4,214,2377,1094,0,1094,760,334,1283,1094,19540,20310,,,,13466,13490,13202,,0.514999986,1160,370,790,1481,321,147,0,174,790,12,25,0,1160,28,25,0,32.29999924,653,203,0,17,70,53,17,116,116,0,450,3032,664,414,201,431,321,1001,717,645
42101010600,14000US42101010600,"Census Tract 106, Philadelphia County, Pennsylvania","Census Tract 106, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13780,42,101,10600,1095,12,1014,33,0,13,0,0,56,514,222,47,175,38,137,292,120,172,514,222,47,175,292,282,197,132,92,30,30,463,0,7,0,0,32,0,12,175,0,0,0,0,10,12,0,857,439,164,23,179,52,758,137,621,274,171,40,0,0,1018,187,831,40,0,40,857,495,0,495,353,142,362,495,20215,18936,,,,,46623,,,0.497000009,514,317,197,694,180,0,9,171,197,0,0,0,514,0,0,0,33.40000153,222,54,0,0,30,0,30,24,16,8,168,1095,107,31,162,41,292,462,330,180
42101010700,14000US42101010700,"Census Tract 107, Philadelphia County, Pennsylvania","Census Tract 107, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13781,42,101,10700,3794,172,3518,113,0,9,0,13,82,1249,771,96,675,128,547,478,280,198,1249,771,96,675,478,388,844,529,430,432,365,1147,0,9,0,13,10,82,37,788,0,0,0,13,10,0,82,2848,2095,185,120,267,181,1959,465,1494,524,195,28,0,0,3620,1353,2267,429,0,429,2704,1587,0,1587,1384,203,1117,1587,21779,21604,,,,,,22486,92594,0.453000009,1249,405,844,1790,541,37,95,409,844,37,0,0,1249,61,0,0,50,771,283,8,0,12,12,0,263,157,106,488,3794,289,339,780,1253,251,882,753,595
42101010800,14000US42101010800,"Census Tract 108, Philadelphia County, Pennsylvania","Census Tract 108, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13782,42,101,10800,3626,88,3501,12,0,37,0,0,0,1207,651,207,444,79,365,556,279,277,1207,651,207,444,556,468,821,407,308,307,245,1139,0,17,0,0,0,0,51,761,0,17,0,0,0,43,0,2809,1656,498,140,304,211,2290,912,1378,644,172,48,0,0,3535,1138,2397,225,31,194,2764,1109,0,1109,893,216,1655,1109,22579,21989,,14166,,,,,98661,0.472000003,1207,386,821,1750,543,39,17,487,821,69,9,0,1207,69,9,0,40.79999924,651,302,20,41,0,0,0,241,217,24,349,3597,702,481,721,373,270,1050,695,527
42101010900,14000US42101010900,"Census Tract 109, Philadelphia County, Pennsylvania","Census Tract 109, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13783,42,101,10900,2370,218,2072,14,0,48,0,14,18,790,409,80,329,62,267,381,167,214,790,409,80,329,381,331,371,296,208,122,114,741,0,5,0,0,18,0,26,340,0,5,0,0,0,26,0,1741,1182,187,90,154,128,1067,237,830,337,86,73,0,0,2240,1076,1164,279,0,279,1741,794,0,794,613,181,947,794,22630,22859,,,,,,,204325,0.670000017,790,419,371,932,142,36,0,106,371,0,31,0,790,0,31,0,43.29999924,409,174,34,0,50,0,50,90,90,0,235,2333,378,852,50,428,199,426,366,255
42101011000,14000US42101011000,"Census Tract 110, Philadelphia County, Pennsylvania","Census Tract 110, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13784,42,101,11000,3604,67,3509,0,0,0,0,0,28,1322,674,267,407,137,270,648,234,414,1322,674,267,407,648,574,700,285,249,145,145,1289,0,0,0,0,14,0,19,700,0,0,0,0,0,0,0,3011,1691,703,211,309,97,2645,924,1721,830,319,119,61,61,3491,770,2721,193,38,155,2990,1268,0,1268,1057,211,1722,1268,25919,27019,,,,,,,,0.5,1322,622,700,1917,595,131,0,464,700,43,0,0,1322,66,0,0,46.29999924,674,163,17,53,20,0,20,73,61,12,511,3520,464,378,250,402,244,1782,628,446
42101011100,14000US42101011100,"Census Tract 111, Philadelphia County, Pennsylvania","Census Tract 111, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13785,42,101,11100,4147,23,4045,0,0,38,0,0,41,1383,839,121,718,160,558,544,188,356,1383,839,121,718,544,517,589,523,249,264,152,1330,0,9,0,0,21,0,23,574,0,0,0,0,3,12,0,3184,1759,396,271,359,399,2281,455,1826,967,221,49,16,16,3891,1356,2535,280,0,280,3102,1545,0,1545,1294,251,1557,1545,26745,26975,,,,,52766,,17310,0.455000013,1383,794,589,1835,452,54,34,364,589,32,16,0,1383,32,16,0,34,839,390,29,0,109,109,0,252,164,88,449,4126,666,456,975,206,254,1569,724,339
42101011200,14000US42101011200,"Census Tract 112, Philadelphia County, Pennsylvania","Census Tract 112, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13786,42,101,11200,6938,77,6405,637,32,0,0,316,108,2126,1319,331,988,201,787,807,273,534,2126,1319,331,988,807,707,825,936,726,472,401,1924,32,0,0,93,43,123,34,683,32,0,0,93,0,17,93,4720,2854,755,226,354,531,3556,708,2848,1311,223,135,0,0,6368,2197,4171,658,49,609,4573,2450,0,2450,2140,310,2123,2450,30313,31115,,,,2864,22734,34094,31516,0.451999992,2126,1301,825,2501,375,102,0,273,825,107,0,0,2126,107,0,0,34.40000153,1319,387,49,42,116,82,34,180,180,0,932,6938,1072,617,583,1164,955,2547,916,454
42101011300,14000US42101011300,"Census Tract 113, Philadelphia County, Pennsylvania","Census Tract 113, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13787,42,101,11300,2905,51,2842,35,12,0,0,0,0,1159,749,303,446,16,430,410,210,200,1159,749,303,446,410,372,278,360,295,131,131,1140,12,0,0,0,0,7,0,266,12,0,0,0,0,0,0,2358,1208,618,148,222,162,2089,362,1727,1099,298,143,0,0,2862,881,1981,118,0,118,2257,1179,0,1179,1089,90,1078,1179,46080,45910,,,,,,,,0.356999993,1159,881,278,1383,224,137,12,75,278,0,0,0,1159,25,0,0,34.29999924,749,112,0,0,0,0,0,112,71,41,637,2905,208,125,163,383,177,1849,201,8
42101011400,14000US42101011400,"Census Tract 114, Philadelphia County, Pennsylvania","Census Tract 114, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13788,42,101,11400,7026,60,6801,406,0,0,0,0,165,2762,1597,595,1002,230,772,1165,327,838,2762,1597,595,1002,1165,1082,1406,823,691,548,517,2605,0,0,0,0,97,19,60,1345,0,0,0,0,36,25,19,5414,2975,1251,172,456,560,4746,823,3923,2022,355,135,32,11,6538,1939,4599,442,0,442,5387,2752,0,2752,2471,281,2635,2752,32503,32401,,,,,48975,,74901,0.486999989,2762,1356,1406,3035,273,80,0,193,1406,51,0,0,2762,51,0,0,40.90000153,1597,543,67,30,0,0,0,446,391,55,1054,6965,1938,365,311,420,687,3244,926,732
42101011500,14000US42101011500,"Census Tract 115, Philadelphia County, Pennsylvania","Census Tract 115, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13789,42,101,11500,4952,419,4465,110,0,53,0,0,15,1622,1066,511,555,75,480,556,151,405,1622,1066,511,555,556,511,238,854,792,153,153,1374,0,16,0,0,15,39,204,227,0,0,0,0,0,11,0,3708,1769,1060,266,105,508,2844,736,2108,1374,348,132,0,0,4734,1752,2982,318,0,318,3516,2329,0,2329,2050,279,1187,2329,53820,56824,,,,,,53264,37860,0.321999997,1622,1384,238,1741,119,33,24,62,238,2,0,0,1622,33,0,0,31,1066,81,0,0,0,0,0,81,81,0,985,4926,124,209,161,147,1013,3272,350,98
42101011600,14000US42101011600,"Census Tract 116, Philadelphia County, Pennsylvania","Census Tract 116, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13790,42,101,11600,4243,2338,1676,197,0,96,39,26,68,1268,597,395,202,45,157,671,284,387,1268,597,395,202,671,551,563,267,237,59,29,596,0,58,0,0,18,30,574,271,0,34,0,0,0,258,0,3658,2310,851,109,169,219,2277,130,2147,1882,1326,861,432,119,4118,1981,2137,844,0,844,3658,2055,6,2049,1894,155,1603,2055,78086,80556,,2864,,,142967,84281,69864,0.426999986,1268,705,563,1380,112,89,0,23,563,0,0,29,1268,11,0,29,24.60000038,597,28,0,23,5,0,5,0,0,0,569,3325,403,32,48,288,43,2511,173,130
42101011700,14000US42101011700,"Census Tract 117, Philadelphia County, Pennsylvania","Census Tract 117, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13791,42,101,11700,2804,1766,890,122,0,50,6,23,69,362,255,194,61,0,61,107,56,51,362,255,194,61,107,58,100,57,50,0,0,252,0,10,0,0,0,0,100,25,0,10,0,0,0,65,0,2729,2059,446,32,130,62,1014,88,926,680,419,281,160,108,2804,1873,931,719,0,719,2708,1393,0,1393,1268,125,1315,1393,58734,84042,,,,,,,17451,0.419,362,262,100,426,64,22,0,42,100,0,0,0,362,0,0,0,50,255,7,7,0,0,0,0,0,0,0,248,1305,194,5,42,90,19,955,49,29
42101011800,14000US42101011800,"Census Tract 118, Philadelphia County, Pennsylvania","Census Tract 118, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13792,42,101,11800,6672,51,6246,94,0,119,0,70,186,2081,1398,775,623,83,540,683,182,501,2081,1398,775,623,683,605,270,629,417,128,93,2023,0,26,0,14,18,38,0,244,0,26,0,0,0,0,0,5474,2538,1820,121,418,577,4369,662,3707,2439,851,183,48,0,6346,2062,4284,675,0,675,5453,3260,0,3260,2979,281,2193,3260,47442,47814,,2864,,,,46438,,0.451000005,2081,1811,270,2297,216,135,0,81,270,15,0,0,2081,15,15,0,50,1398,190,15,30,17,17,0,128,128,0,1208,6610,586,135,357,584,387,4561,465,153
42101011900,14000US42101011900,"Census Tract 119, Philadelphia County, Pennsylvania","Census Tract 119, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13793,42,101,11900,5777,221,5206,171,0,12,0,132,206,1998,1175,481,694,184,510,823,364,459,1998,1175,481,694,823,713,920,565,492,271,271,1851,0,0,0,46,26,65,56,815,0,0,0,39,26,40,39,4656,2306,1101,368,309,572,3674,434,3240,1883,687,177,12,12,5509,1708,3801,382,14,368,4585,2664,0,2664,2269,395,1921,2664,44753,44953,,,,55612,22715,56310,32710,0.400000006,1998,1078,920,2423,425,128,31,266,920,0,0,11,1998,7,0,27,25.60000038,1175,231,5,76,22,0,22,128,117,11,944,5763,793,177,371,417,710,3295,633,373
42101012000,14000US42101012000,"Census Tract 120, Philadelphia County, Pennsylvania","Census Tract 120, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13794,42,101,12000,1821,596,1022,31,0,0,0,121,82,777,325,196,129,35,94,452,238,214,777,325,196,129,452,311,420,136,114,69,47,435,0,0,0,55,30,17,257,161,0,0,0,46,10,203,17,1555,839,448,8,128,132,1231,22,1209,961,621,323,38,38,1694,548,1146,74,0,74,1545,1037,17,1020,938,82,508,1037,42298,44640,,,,37394,146835,,32304,0.472000003,777,357,420,811,34,34,0,0,420,11,0,0,777,11,0,0,34.29999924,325,11,11,0,0,0,0,0,0,0,314,1803,249,14,49,194,178,1119,149,141
42101012100,14000US42101012100,"Census Tract 121, Philadelphia County, Pennsylvania","Census Tract 121, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13795,42,101,12100,3259,869,2291,47,1,51,0,47,0,1222,601,256,345,17,328,621,270,351,1222,601,256,345,621,525,760,367,350,203,190,951,1,51,0,20,0,20,199,565,0,51,0,0,0,144,0,2830,1316,644,100,349,421,2442,230,2212,1542,779,341,12,0,3131,669,2462,86,0,86,2830,1164,0,1164,1116,48,1666,1164,45432,46619,,87242,,,,,26144,0.386000007,1222,462,760,1326,104,43,0,61,760,0,0,0,1222,0,0,0,31.79999924,601,47,11,0,0,0,0,36,26,10,554,2829,472,152,36,170,364,1635,298,257
42101012200,14000US42101012200,"Census Tract 122, Philadelphia County, Pennsylvania","Census Tract 122, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13796,42,101,12200,8121,2450,4790,134,30,599,0,27,225,4746,1265,660,605,53,552,3481,1426,2055,4746,1265,660,605,3481,3091,3810,649,598,519,483,2425,30,458,0,27,134,79,1620,1949,15,431,0,27,108,1238,69,7280,3561,1546,437,1153,583,6328,815,5513,4282,2916,1389,582,72,7898,1985,5913,152,0,152,7229,3913,0,3913,3640,273,3316,3913,38624,47338,17190,51798,,,55869,95026,22714,0.456,4746,936,3810,5508,762,457,0,305,3810,0,0,0,4746,0,0,0,28.5,1265,82,0,8,0,0,0,74,74,0,1183,7590,849,434,251,732,808,4516,1350,1239
42101012300,14000US42101012300,"Census Tract 123, Philadelphia County, Pennsylvania","Census Tract 123, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13797,42,101,12300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42101012400,14000US42101012400,"Census Tract 124, Philadelphia County, Pennsylvania","Census Tract 124, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13798,42,101,12400,582,291,115,0,0,176,0,0,0,115,24,13,11,11,0,91,32,59,115,24,13,11,91,12,115,13,13,13,13,30,0,27,0,0,0,0,58,30,0,27,0,0,0,58,0,582,535,26,0,0,21,94,56,38,25,0,0,0,0,582,489,93,225,0,225,582,138,0,138,103,35,444,138,4298,2864,,2864,,,,,17668,0.656000018,115,0,115,115,0,0,0,0,115,11,0,0,115,11,0,0,50,24,13,13,0,0,0,0,0,0,0,11,582,420,34,61,0,67,0,76,76
42101012500,14000US42101012500,"Census Tract 125, Philadelphia County, Pennsylvania","Census Tract 125, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13799,42,101,12500,3476,2300,377,185,0,695,15,51,38,2367,471,426,45,18,27,1896,781,1115,2367,471,426,45,1896,1650,2216,89,89,81,81,266,0,491,0,32,24,135,1451,266,0,474,0,32,24,1337,115,3362,2015,992,14,155,186,2902,186,2716,2537,2213,1268,561,139,3382,966,2416,40,0,40,3362,2092,0,2092,1960,132,1270,2092,53255,43181,,49172,,86405,60576,21756,62346,0.523000002,2367,151,2216,2854,487,268,0,219,2216,24,14,0,2367,24,14,0,25.70000076,471,6,0,6,0,0,0,0,0,0,465,3476,345,56,126,303,178,2468,1178,1115
42101012600,14000US42101012600,"Census Tract 126, Philadelphia County, Pennsylvania","Census Tract 126, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13800,42,101,12600,1796,810,583,270,0,178,0,218,7,599,203,118,85,0,85,396,274,122,599,203,118,85,396,243,492,140,140,127,127,62,0,75,0,48,7,97,358,33,0,70,0,48,7,285,97,1625,1017,287,79,23,219,1541,310,1231,975,790,355,211,30,1696,291,1405,0,0,0,1625,1035,0,1035,863,172,590,1035,79279,38904,,64844,,,,111708,78964,0.356000006,599,107,492,731,132,51,34,47,492,0,0,45,599,0,14,45,28.89999962,203,10,0,0,0,0,0,10,10,0,193,1796,611,56,58,85,62,924,260,226
42101012700,14000US42101012700,"Census Tract 127, Philadelphia County, Pennsylvania","Census Tract 127, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13801,42,101,12700,582,126,289,13,0,167,0,0,0,220,118,62,56,12,44,102,12,90,220,118,62,56,102,102,204,86,42,86,42,146,0,62,0,0,0,0,12,146,0,46,0,0,0,12,0,490,240,136,34,60,20,466,265,201,90,41,11,0,0,515,71,444,24,0,24,490,246,0,246,192,54,244,246,20772,16135,,39932,,,,,,0.39199999,220,16,204,256,36,18,0,18,204,0,0,0,220,0,0,0,26.70000076,118,36,0,16,0,0,0,20,20,0,82,459,88,0,39,59,64,209,157,141
42101012800,14000US42101012800,"Census Tract 128, Philadelphia County, Pennsylvania","Census Tract 128, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13802,42,101,12800,289,259,30,17,0,0,0,0,0,190,47,47,0,0,0,143,69,74,190,47,47,0,143,114,151,0,0,0,0,30,0,0,0,0,0,17,143,22,0,0,0,0,0,112,17,289,188,101,0,0,0,244,42,202,202,131,34,0,0,289,44,245,0,0,0,289,233,0,233,208,25,56,233,63850,61078,,,,,,106167,64516,0.460000008,190,39,151,280,90,0,23,67,151,0,0,0,190,0,0,0,33.29999924,47,0,0,0,0,0,0,0,0,0,47,289,15,0,8,50,0,216,14,0
